chr1	3009919	4369919
chr1	4369919	4769919
chr1	4769919	6209919
chr1	6209919	7209919
chr1	7209919	9569919
chr1	9569919	10129919
chr1	10129919	11609919
chr1	11609919	13009919
chr1	13049919	13689919
chr1	13769919	14729919
chr1	14969919	16089919
chr1	16089919	17129919
chr1	17129919	18329919
chr1	18329919	19049919
chr1	19169919	20609919
chr1	20609919	21169919
chr1	21369919	22553161
chr1	22553161	23153161
chr1	23313161	24273161
chr1	24273161	25903155
chr1	25903155	30663155
chr1	30663155	31183155
chr1	31183155	33583155
chr1	33663155	34463155
chr1	34463155	36303155
chr1	36303155	37903155
chr1	38143155	38983155
chr1	38983155	39543155
chr1	39583155	39983155
chr1	40103155	40783155
chr1	40823155	43103155
chr1	43103155	43743155
chr1	43743155	44103155
chr1	44143155	45783155
chr1	45783155	47223156
chr1	47263156	50943156
chr1	50943156	51623156
chr1	51623156	52103156
chr1	52143156	53703156
chr1	53703156	55183156
chr1	55183156	55783156
chr1	55863156	57383156
chr1	57383156	58383156
chr1	58383156	59703156
chr1	59703156	60983156
chr1	60983156	63153426
chr1	63153426	64593426
chr1	64713426	65193426
chr1	65233426	66073426
chr1	66113426	66993426
chr1	67073426	69193426
chr1	69193426	71553426
chr1	71553426	72233426
chr1	72233426	74193426
chr1	74193426	75603425
chr1	75603425	77963425
chr1	77963425	78483425
chr1	78483425	79763425
chr1	79803425	80483425
chr1	80803425	81323425
chr1	81323425	82523425
chr1	82523425	83723425
chr1	83723425	85283425
chr1	85623425	86343425
chr1	86343425	87063425
chr1	87143425	88303425
chr1	88303425	88743425
chr1	88743425	89223425
chr1	89303425	89623425
chr1	89623425	89983425
chr1	89983425	90623425
chr1	90623425	90903423
chr1	90903423	92903423
chr1	93103423	93823423
chr1	93823423	96823423
chr1	96823423	97703423
chr1	97743423	98423423
chr1	98663423	103783423
chr1	103823423	104943423
chr1	104943423	105663423
chr1	106063423	106423423
chr1	106423423	106903423
chr1	106903423	107543423
chr1	107543423	110023423
chr1	110023423	111663423
chr1	111663423	112383423
chr1	112463423	115023423
chr1	115263423	116503423
chr1	116743423	117543423
chr1	117543423	118303423
chr1	118303423	119503423
chr1	119503423	120583423
chr1	120583423	121463423
chr1	121583423	122903423
chr1	122903423	124143423
chr1	124703423	125343423
chr1	125383423	126983423
chr1	127023423	127463423
chr1	127503423	128263423
chr1	128263423	128863423
chr1	128863423	130423423
chr1	130503423	131063423
chr1	131103423	131263423
chr1	131263423	131903423
chr1	131903423	133023423
chr1	133023423	133623423
chr1	133623423	134143423
chr1	134143423	134623423
chr1	134663423	135143423
chr1	135143423	135823423
chr1	135823423	136463423
chr1	136503423	136743423
chr1	136743423	137223423
chr1	137223423	138063423
chr1	138063423	138783423
chr1	138783423	139383423
chr1	139383423	140103423
chr1	140143423	140703423
chr1	140703423	142743423
chr1	142823423	143712870
chr1	143792870	144392870
chr1	144392870	146512870
chr1	147272870	149792870
chr1	149832870	150352870
chr1	150392870	151032870
chr1	151032870	151432870
chr1	151432870	152352870
chr1	152512870	152752870
chr1	152752870	153472870
chr1	153472870	154192870
chr1	154192870	154752870
chr1	154752870	154992870
chr1	155032870	155232870
chr1	155272870	155552870
chr1	156709869	157109869
chr1	157109869	157509869
chr1	157509869	158669869
chr1	158669869	159229869
chr1	159229869	160189869
chr1	160189869	160749869
