chr1	4409919	6209919
chr1	6369919	10089919
chr1	10209919	12849919
chr1	13169919	13609919
chr1	13689919	14729919
chr1	14929919	15809919
chr1	16089919	17129919
chr1	17169919	18169919
chr1	18249919	19009919
chr1	19169919	20569919
chr1	20649919	22329919
chr1	23753161	24273161
chr1	24273161	25823155
chr1	25823155	30623155
chr1	30663155	33743155
chr1	33983155	36303155
chr1	36503155	37903155
chr1	38103155	38823155
chr1	38943155	39583155
chr1	39623155	40023155
chr1	40103155	40703155
chr1	40823155	43103155
chr1	43103155	43743155
chr1	44143155	46063155
chr1	46063155	51623156
chr1	51623156	52103156
chr1	52143156	54463156
chr1	54583156	55063156
chr1	55143156	55863156
chr1	55863156	57383156
chr1	57383156	58383156
chr1	58383156	59663156
chr1	60303156	60983156
chr1	60983156	63113426
chr1	63153426	65193426
chr1	65233426	66113426
chr1	66113426	66873426
chr1	66993426	69193426
chr1	69193426	72233426
chr1	72233426	74473426
chr1	74593426	78483425
chr1	78483425	79723425
chr1	79763425	80523425
chr1	80763425	81323425
chr1	81323425	82523425
chr1	82723425	83723425
chr1	83723425	85203425
chr1	85583425	87223425
chr1	87383425	88023425
chr1	88023425	89663425
chr1	89663425	91343423
chr1	91503423	93823423
chr1	93823423	96823423
chr1	96823423	98543423
chr1	98623423	103743423
chr1	103783423	106063423
chr1	106063423	106903423
chr1	106983423	111383423
chr1	111663423	112463423
chr1	112623423	118223423
chr1	118303423	120023423
chr1	120143423	121503423
chr1	121543423	124063423
chr1	124703423	125383423
chr1	125383423	127783423
chr1	127783423	128263423
chr1	128263423	130503423
chr1	131263423	131863423
chr1	132543423	133623423
chr1	133703423	135783423
chr1	135983423	138103423
chr1	138103423	139423423
chr1	139463423	140543423
chr1	140743423	143712870
chr1	143792870	149792870
chr1	149832870	150352870
chr1	150392870	151432870
chr1	151472870	151752870
chr1	151752870	152392870
chr1	152512870	152752870
chr1	152832870	153472870
chr1	153472870	154192870
chr1	154192870	154752870
chr1	154752870	155792870
chr1	156709869	157109869
chr1	157109869	157549869
chr1	157549869	158669869
chr1	158709869	159189869
chr1	159269869	160229869
chr1	160229869	160749869
chr1	161269869	161789869
chr1	161949869	162669869
chr1	162749869	163949869
chr1	164269869	165229869
chr1	165429869	166389869
chr1	166429869	167389869
chr1	167389869	170149869
chr1	170229869	170869869
chr1	170869869	172349869
chr1	172389869	173429869
chr1	173429869	174469869
chr1	174589869	175629869
chr1	175629869	176709869
chr1	176909869	177789869
chr1	177869869	179509869
chr1	179749869	180229869
chr1	180229869	180829869
chr1	181229869	182989869
chr1	183503931	184816121
chr1	184896121	185296121
chr1	185376121	186776121
chr1	186776121	188976121
chr1	188976121	189696121
chr1	190016121	190896121
chr1	190896121	192096119
chr1	192136118	193173806
chr1	193173806	195369238
chr2	3082728	4878954
chr2	4878954	5918954
chr2	5998954	8678373
chr2	8678373	11598373
chr2	11878373	13278373
chr2	13278373	15038373
chr2	15078373	17358373
chr2	17398373	19398373
chr2	19398373	20838373
chr2	20838373	21198373
chr2	21198373	22904480
chr2	23224480	24824480
chr2	24944480	26624480
chr2	27504480	28544480
chr2	28704480	29744480
chr2	30384480	30984480
chr2	30984480	32544480
chr2	32984480	33424480
chr2	33464480	35184480
chr2	35504480	36264480
chr2	36304480	37344480
chr2	37344480	39224480
